Link,Cidade,Nome,Nota,Avaliação,Quantidade Avaliações,Informações,Preço
https://www.booking.com/hotel/br/cabana-tramonto-di-lourdes.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1162509901_388917897_2_0_0&highlighted_blocks=1162509901_388917897_2_0_0&matching_block_id=1162509901_388917897_2_0_0&sr_pri_blocks=1162509901_388917897_2_0_0__79980&from=searchresults,Doutor Pedrinho,Cabana Tramonto Di Lourdes,"9,8",,9.0,"Você pode ter direito a um desconto Genius em Cabana Tramonto Di Lourdes. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Com banheira de hidromassagem, Cabana Tramonto Di Lourdes fica em Rio Forcação. Este chalé oferece jardim e estacionamento privativo grátis.

O chalé tem 1 quarto, cozinha completa e 1 banheiro. O chalé oferece toalhas e roupa de cama.

Cabana Tramonto Di Lourdes oferece uma banheira de hidromassagem.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 113 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,6 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$800
https://www.booking.com/hotel/br/casa-lar-azul-doutor-pedrinho.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1300199601_403058964_1_0_0%2C1300199601_403058964_1_0_0&highlighted_blocks=1300199601_403058964_1_0_0%2C1300199601_403058964_1_0_0&matching_block_id=1300199601_403058964_1_0_0&sr_pri_blocks=1300199601_403058964_1_0_0__68400%2C1300199601_403058964_1_0_0__68400&from=searchresults,Doutor Pedrinho,Casa Lar Azul,"8,0",Muito bom,,"Casa Lar Azul está em Doutor Pedrinho. Esta acomodação oferece Wi-Fi grátis, estacionamento privativo grátis e acesso a uma varanda.

O apartamento tem 3 quartos, 1 banheiro, roupa de cama, toalhas, TV de tela plana com canais a cabo, cozinha completa e terraço com vista para o jardim.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 105 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$1.368
https://www.booking.com/hotel/br/container-dos-sonhos.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1326209501_405236369_2_0_0_791424&highlighted_blocks=1326209501_405236369_2_0_0_791424&matching_block_id=1326209501_405236369_2_0_0_791424&sr_pri_blocks=1326209501_405236369_2_0_0_791424_102400&from=searchresults,Doutor Pedrinho,Container Dos Sonhos,"9,3",Fantástico,3.0,"Você pode ter direito a um desconto Genius em Container Dos Sonhos. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Em Rio Forcação, Container Dos Sonhos conta com acomodação com ar-condicionado, varanda térrea e Wi-Fi grátis. Este chalé tem jardim e estacionamento privativo grátis.

O chalé oferece 1 quarto, 1 banheiro, roupa de cama, toalhas, TV de tela plana, espaço para refeições, cozinha completa e varanda com vista para a montanha.

Em Container Dos Sonhos, você pode aproveitar uma banheira de hidromassagem.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 130 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$1.024
https://www.booking.com/hotel/br/cabana-house-grey-vale-dos-pinheiros-doutor-pedrinho.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1056005201_377772370_2_1_0&highlighted_blocks=1056005201_377772370_2_1_0&matching_block_id=1056005201_377772370_2_1_0&sr_pri_blocks=1056005201_377772370_2_1_0__48600&from=searchresults,Doutor Pedrinho,Suite no centro de Doutor Pedrinho,"9,4",Fantástico,5.0,"Você pode ter direito a um desconto Genius em Suite no centro de Doutor Pedrinho. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Suite no centro de Doutor Pedrinho fornece acomodação com ar-condicionado em Rio Forcação. A casa de hóspedes conta com Wi-Fi grátis e estacionamento privativo grátis.

Todos os quartos na acomodação contam com cafeteira. Cada quarto possui banheiro privativo com chuveiro, produtos de banho de cortesia e secador de cabelo. Nesta casa de hóspedes, os quartos contam com roupa de cama e toalhas.

Você pode aproveitar um café da manhã em estilo buffet, continental ou americano na acomodação.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 111 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$486
https://www.booking.com/hotel/br/chale-casa-nina.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1305433501_407803922_8_0_0&highlighted_blocks=1305433501_407803922_8_0_0&matching_block_id=1305433501_407803922_8_0_0&sr_pri_blocks=1305433501_407803922_8_0_0__72000&from=searchresults,Doutor Pedrinho,Chalé Casa Nina,,,3.0,"Com terraço, Chalé Casa Nina conta com acomodação em Rio Forcação com Wi-Fi grátis e vista para o rio. Este chalé tem jardim e estacionamento privativo grátis.

Este chalé oferece 1 quarto, cozinha com geladeira e lava-louça, TV de tela plana, área de estar e 1 banheiro com chuveiro. O chalé oferece toalhas e roupa de cama.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 112 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$720
https://www.booking.com/hotel/br/casa-das-palmeiras-doutor-pedrinho.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1160510501_388749334_2_0_0&highlighted_blocks=1160510501_388749334_2_0_0&matching_block_id=1160510501_388749334_2_0_0&sr_pri_blocks=1160510501_388749334_2_0_0__45900&from=searchresults,Doutor Pedrinho,Casa das Palmeiras,"9,3",Fantástico,14.0,"Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Casa das Palmeiras está em Doutor Pedrinho. Você contará com Wi-Fi grátis e estacionamento privativo disponível no local à sua disposição.

A casa de temporada tem 2 quartos, 1 banheiro, roupa de cama, toalhas, TV de tela plana, cozinha completa e varanda com vista para a montanha.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$459
https://www.booking.com/hotel/br/casa-tia-dori-doutor-pedrinho.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1317462603_404476549_2_0_0&highlighted_blocks=1317462603_404476549_2_0_0&matching_block_id=1317462603_404476549_2_0_0&sr_pri_blocks=1317462603_404476549_2_0_0__48000&from=searchresults,Doutor Pedrinho,Cantinho da Tia Dori,"9,0",Fantástico,,"Em Rio Forcação, Cantinho da Tia Dori oferece jardim, lounge compartilhado e Wi-Fi grátis em toda a propriedade. A casa de hóspedes tem quartos para famílias.

A equipe da recepção fala espanhol, italiano e português e pode te ajudar a planejar a sua estadia.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 112 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$480
https://www.booking.com/hotel/br/rancho-vo-joao-espaco-para-momentos-incriveis.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1312733301_404063844_2_0_0&highlighted_blocks=1312733301_404063844_2_0_0&matching_block_id=1312733301_404063844_2_0_0&sr_pri_blocks=1312733301_404063844_2_0_0__69440&from=searchresults,Doutor Pedrinho,Rancho Vô João - Espaço para Momentos Incríveis,,,3.0,"Você pode ter direito a um desconto Genius em Rancho Vô João - Espaço para Momentos Incríveis. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Com jardim e churrasqueira, Rancho Vô João - Espaço para Momentos Incríveis oferece acomodação em Rio Forcação com Wi-Fi grátis e vista para a montanha. Com estacionamento privativo grátis, a casa de temporada está em uma área onde você poderá participar de atividades como fazer trilhas e andar de bicicleta.

Esta casa de temporada com ar-condicionado conta com 2 quartos, uma sala de estar, uma cozinha completa com geladeira, além de 1 banheiro com chuveiro e secador de cabelo. A casa de temporada oferece toalhas e roupa de cama.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 115 km de distância.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$694
https://www.booking.com/hotel/br/grandhouse-salto-donner.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1307516101_403569234_5_0_0&highlighted_blocks=1307516101_403569234_5_0_0&matching_block_id=1307516101_403569234_5_0_0&sr_pri_blocks=1307516101_403569234_5_0_0__231040&from=searchresults,Doutor Pedrinho,Grandhouse Salto Donner,,,,"Com piscina ao ar livre e terraço, Grandhouse Salto Donner conta com acomodação em Rio Forcação com Wi-Fi grátis e vista para o jardim. Esta casa de temporada tem piscina privativa, jardim e estacionamento privativo grátis.

Esta casa de temporada com ar-condicionado oferece 2 quartos, TV de tela plana e cozinha com geladeira e micro-ondas.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 105 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$2.310
https://www.booking.com/hotel/br/chale-lima-doutor-pedrinho.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-640549&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=40745930c2f700ba&srepoch=1743079270&all_sr_blocks=1370998101_409307951_2_0_0&highlighted_blocks=1370998101_409307951_2_0_0&matching_block_id=1370998101_409307951_2_0_0&sr_pri_blocks=1370998101_409307951_2_0_0__36000&from=searchresults,Doutor Pedrinho,Chale Lima Doutor Pedrinho,,,,"Chale Lima Doutor Pedrinho fica em Rio Forcação, Santa Catarina, e oferece acomodações com estacionamento privativo grátis.

Há um banheiro privativo totalmente equipado com bidê e produtos de banho de cortesia.

Os hóspedes de Chale Lima Doutor Pedrinho podem fazer trilhas nas proximidades ou aproveitar ao máximo o jardim.

O Aeroporto de Aeroporto Internacional de Navegantes fica a 116 km da acomodação.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$360
https://www.booking.com/hotel/br/resort-ecoar.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-644623&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=89eb5955243e03a8&srepoch=1743079347&all_sr_blocks=712319308_349518414_2_21_0_580709&highlighted_blocks=712319308_349518414_2_21_0_580709&matching_block_id=712319308_349518414_2_21_0_580709&sr_pri_blocks=712319308_349518414_2_21_0_580709_198000&from=searchresults,Gaspar,Resort Ecoar,"9,3",Fantástico,188.0,"Resort Ecoar oferece acomodação com piscina ao ar livre, estacionamento privativo grátis, jardim e restaurante em Gaspar. Rodoviária de Blumenau fica a 13 km de distância. Com uma recepção 24 horas, esta acomodação também oferece parquinho infantil. O resort oferece piscina coberta, banheira de hidromassagem, equipe de entretenimento e espaço kids.

Os quartos têm banheiro privativo, enquanto quartos selecionados aqui vão oferecer varanda e outros também têm vista para a montanha.

Resort Ecoar oferece um café da manhã em estilo buffet ou continental.

Em Resort Ecoar, você pode jogar bilhar. A região é popular para fazer trilhas.

Museu da Água fica a 14 km de Resort Ecoar. O Aeroporto de Aeroporto Internacional de Navegantes fica a 51 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,2 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$1.980
https://www.booking.com/hotel/br/rauls.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-644623&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=89eb5955243e03a8&srepoch=1743079347&all_sr_blocks=42265301_190277662_2_1_0_569239&highlighted_blocks=42265301_190277662_2_1_0_569239&matching_block_id=42265301_190277662_2_1_0_569239&sr_pri_blocks=42265301_190277662_2_1_0_569239_64000&from=searchresults,Gaspar,Hotel Raul's,"8,5",Muito bom,275.0,"Hotel Raul's oferece acomodação com bicicletas grátis, estacionamento privativo grátis, jardim e restaurante em Gaspar. Rodoviária de Blumenau fica a 23 km de distância. A acomodação fica a cerca de 40 km de Univali Oceanographic Museum, 41 km de Anjo Dourado e 42 km de Beto Carrero World. A acomodação fornece recepção 24 horas e Wi-Fi grátis disponível em toda a propriedade.

As unidades na acomodação contam com TV. Todas as unidades nesta pousada oferecem ar-condicionado e mesa de trabalho.

Hotel Raul's serve um café da manhã em estilo buffet.

Hotel Raul's fica a 43 km de Fishing and Tironi Park e a 47 km de Ruas Municipais. O Aeroporto de Aeroporto Internacional de Navegantes fica a 36 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,0 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$640
https://www.booking.com/hotel/br/hostel-fariafaz.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-644623&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=89eb5955243e03a8&srepoch=1743079347&all_sr_blocks=264415202_235996834_2_0_0&highlighted_blocks=264415202_235996834_2_0_0&matching_block_id=264415202_235996834_2_0_0&sr_pri_blocks=264415202_235996834_2_0_0__48750&from=searchresults,Gaspar,Hostel Fariafaz,"9,0",Fantástico,34.0,"Hostel Fariafaz conta com jardim, quartos para não fumantes, Wi-Fi grátis em toda a propriedade e terraço em Gaspar. Rodoviária de Blumenau fica a 13 km de distância. Univali Oceanographic Museum está a 48 km, Anjo Dourado fica a 49 km e Beto Carrero World fica a 50 km de distância da acomodação. O hostel oferece vista para a montanha, churrasqueira e recepção 24 horas.

Neste hostel, cada quarto possui guarda-roupa, TV de tela plana, banheiro privativo e roupa de cama. Todos os quartos contam com geladeira.

Castelo da Havan fica a 9 km de Hostel Fariafaz. O Aeroporto Internacional de Navegantes fica a 44 km da acomodação, e a acomodação oferece um serviço de transfer (aeroporto) a um custo adicional.

Casais particularmente gostam da localização — eles deram nota 9,0 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$488
https://www.booking.com/hotel/br/chale-rural-hospedagem-e-experiencia.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-644623&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=89eb5955243e03a8&srepoch=1743079347&all_sr_blocks=1232852501_395241681_4_0_0&highlighted_blocks=1232852501_395241681_4_0_0&matching_block_id=1232852501_395241681_4_0_0&sr_pri_blocks=1232852501_395241681_4_0_0__238000&from=searchresults,Gaspar,Chalé rural- hospedagem e experiência!,"9,8",,4.0,"Em Gaspar, Chalé rural- hospedagem e experiência! oferece acomodação com Wi-Fi grátis, ar-condicionado, jardim e terraço. Rodoviária de Blumenau fica a 16 km de distância e Museu da Água fica a 18 km. Com estacionamento privativo grátis, o chalé está em uma área onde você poderá participar de atividades como fazer trilhas e pescar.

Este chalé conta com 1 quarto, cozinha com geladeira e forno, TV de tela plana, área de estar e 1 banheiro com chuveiro. O chalé oferece toalhas e roupa de cama.

Em Chalé rural- hospedagem e experiência!, você pode aproveitar uma banheira de hidromassagem. Chalé rural- hospedagem e experiência! oferece um parquinho infantil e uma churrasqueira.

Castelo da Havan fica a 19 km de Chalé rural- hospedagem e experiência!.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$2.380
https://www.booking.com/hotel/br/flat-chacara-olhos-d-agua.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-644623&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=89eb5955243e03a8&srepoch=1743079347&all_sr_blocks=1110680801_384052726_0_0_0&highlighted_blocks=1110680801_384052726_0_0_0&matching_block_id=1110680801_384052726_0_0_0&sr_pri_blocks=1110680801_384052726_0_0_0__45000&from=searchresults,Gaspar,Flat Chácara Olhos D’Água,"8,7",Fabuloso,27.0,"Você pode ter direito a um desconto Genius em Flat Chácara Olhos D’Água. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Dados confiáveis:Os hóspedes dizem que a descrição e as fotos desta acomodação são muito precisas.

Com vista para o jardim, Flat Chácara Olhos D’Água oferece acomodação com terraço e varanda. Univali Oceanographic Museum fica a cerca de 47 km de distância. A acomodação fornece jardim e estacionamento privativo grátis. Rodoviária de Blumenau fica a 14 km de distância.

Este apartamento de 1 quarto oferece TV de tela plana, ar-condicionado e uma sala de estar. Uma cozinha possui frigobar.

Flat Chácara Olhos D’Água fica a 48 km de Anjo Dourado e a 49 km de Beto Carrero World. O Aeroporto de Aeroporto Internacional de Navegantes fica a 43 km de distância.

Casais particularmente gostam da localização — eles deram nota 8,8 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$450
https://www.booking.com/hotel/br/estudio-privado-blumenau.pt-br.html?label=gen173nr-1FCAQoggJCJ3NlYXJjaF9ibHVtZW5hdSwgc2FudGEgY2F0YXJpbmEsIGJyYXNpbEgtWARoIIgBAZgBLbgBF8gBDNgBAegBAfgBA4gCAagCA7gC-aWLvwbAAgHSAiRiOGZiOTZjYy03YmNhLTQ5YjItODEyZC0yMjc1ODg5ZWE1NDfYAgXgAgE&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-15&checkout=2025-04-17&dest_id=-644623&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=89eb5955243e03a8&srepoch=1743079347&all_sr_blocks=548778101_243385778_3_0_0&highlighted_blocks=548778101_243385778_3_0_0&matching_block_id=548778101_243385778_3_0_0&sr_pri_blocks=548778101_243385778_3_0_0__40000&from=searchresults,Gaspar,Aconchego próximo à Cascanéia e Blumenau,"9,6",,61.0,"Você pode ter direito a um desconto Genius em Aconchego próximo à Cascanéia e Blumenau. Para verificar se um desconto Genius está disponível para as datas selecionadas, faça login.

Os descontos Genius nesta acomodação estão sujeitos às datas da reserva, datas da estadia e às outras ofertas disponíveis.

Com vista para a montanha, Aconchego próximo à Cascanéia e Blumenau fornece acomodação com jardim e varanda. Rodoviária de Blumenau fica a cerca de 9,4 km de distância. Esta propriedade construída em 2002 oferece acomodação, varanda térrea e Wi-Fi grátis.

Esta hospedagem domiciliar com ar-condicionado conta com área para refeição, cozinha com geladeira e TV de tela plana. A hospedagem domiciliar oferece toalhas e roupa de cama.

Aconchego próximo à Cascanéia e Blumenau fica a 11 km de Museu da Água e a 13 km de Castelo da Havan. O Aeroporto de Aeroporto Internacional de Navegantes fica a 47 km de distância.

Casais particularmente gostam da localização — eles deram nota 9,1 para viagem a dois.

A distância na descrição da acomodação é calculada pelo © OpenStreetMap",R$400
